Codigo,Descripcion,Precio,Marca_Codigo,Clasificacion_Codigo
THHN-1-STR-BLK,#1 THHN Stranded Black,1.97655,BRD000,CLS009
XHHW-1-STR-BLK-AL,#1 XHHW Stranded Aluminum Black,0,BRD000,CLS009
THHN-10-STR-BLK,#10 THHN Stranded Black,0.34247,BRD000,CLS009
10/1THHN-7/0-BK-NG-1000-SP-Copperweld,#10 THHN Stranded Black Copper Clad,0,BRD000,CLS009
THHN-10-STR-BLU,#10 THHN Stranded Blue,0,BRD000,CLS009
10/1THHN-7/0-BL-NG-1000-SP-Copperweld,#10 THHN Stranded Blue Copper Clad,0,BRD000,CLS009
THHN-10-STR-GRN,#10 THHN Stranded Green,0.35882,BRD000,CLS009
10/1THHN-7/0-GN-NG-1000-SP-Copperweld,#10 THHN Stranded Green Copper Clad,0,BRD000,CLS009
10/1THHN-7/0-RD-NG-1000-SP-Copperweld,#10 THHN Stranded Red Copper Clad,0,BRD000,CLS009
THHN-10-STR-WHT,#10 THHN Stranded White,0.31244,BRD000,CLS009
10/1THHN-7/0-WT-NG-1000-SP-Copperweld,#10 THHN Stranded White Copper Clad,0,BRD000,CLS009
THHN-12-STR-BLK,#12 THHN Stranded Black,0.1809,BRD000,CLS009
THHN-12-STR-BLU,#12 THHN Stranded Blue,0.22393,BRD000,CLS009
THHN-12-STR-GRN,#12 THHN Stranded Green,0.18102,BRD000,CLS009
THHN-12-STR-RED,#12 THHN Stranded Red,0.18102,BRD000,CLS009
THHN-12-STR-WHT,#12 THHN Stranded White,0.1809,BRD000,CLS009
THHN-2-STR-BLK,#2 THHN Stranded Black,1.78001,BRD000,CLS009
XHHW-2-STR-BLK-AL,#2 XHHW Stranded Aluminum Black,0.52166,BRD000,CLS009
THHN-3-STR-BLK,#3 THHN Stranded Black,1.47475,BRD000,CLS009
REBAR,#3 x 2' Rebar,0,BRD000,CLS007
BS-4,#4 Butt Splice,3.51037,BRD000,CLS007
SBC-CU-4,#4 CU Split Bolt Connector,4.2504,BRD000,CLS011
SOLBARE-4,#4 Solid Bare Copper Wire,1.41118,BRD000,CLS009
THHN-4-STR-BLK,#4 THHN Stranded Black,1.46545,BRD000,CLS009
THHN-4-STR-GRN,#4 THHN Stranded Green,0,BRD000,CLS009
4/1THHN-7/0-GN-NG-1000-SP-Copperweld,#4 THHN Stranded Green Copper Clad,0,BRD000,CLS009
XHHW-4-STR-BLK-AL,#4 XHHW Stranded Aluminum Black,0.49974,BRD000,CLS009
THHN-6-STR-BLK,#6 THHN Stranded Black,0.77319,BRD000,CLS009
THHN-6-STR-GRN,#6 THHN Stranded Green,0.77318,BRD000,CLS009
THHN-6-STR-WHT,#6 THHN Stranded White,1.25994,BRD000,CLS009
PHBCDWS-6X114,#6 X 1-1/4 Phillips Head Bugle Coarse Drywall Screw,0.02011,BRD000,CLS011
SBC-CU-8,#8 CU Split Bolt Connector,3.289,BRD000,CLS011
THHN-8-STR-BLK,#8 THHN Stranded Black,0.50246,BRD000,CLS009
THHN-8-STR-GRN,#8 THHN Stranded Green,0,BRD000,CLS009
THHN-8-STR-WHT,#8 THHN Stranded White,0.5566,BRD000,CLS009
ENT-150,"1 1/2"" ENT",3.19501,BRD000,CLS008
ENT-MA-150,"1 1/2"" ENT Male Adapter",11.68804,BRD000,CLS008
LN-150,"1 1/2"" Locknut (50)",0.4492,BRD000,CLS011
PB-150,"1 1/2"" Plastic Bushing (25)",0.29905,BRD000,CLS007
PVC-90-150,"1 1/2"" PVC 90 (20)",3.79974,BRD000,CLS008
PVC-CC-150,"1 1/2"" PVC Conduit Cap (40)",3.65547,BRD000,CLS008
PVC-CP-150,"1 1/2"" PVC Coupling (25)",0.68791,BRD000,CLS008
PVC-FA-150,"1 1/2"" PVC Female Adapter",0.94495,BRD000,CLS008
PVC-MA-150,"1 1/2"" PVC Male Adapter (30)",0.93243,BRD000,CLS008
PVC-SCH40-150,"1 1/2"" PVC SCH40",1.5368,BRD000,CLS008
PVC-SCH80-150,"1 1/2"" PVC SCH80",2.51052,BRD000,CLS008
SS-150,"1 1/2"" Strut Strap",0,BRD000,CLS007
KO-125,"1 1/4"" KO Seal",0.76178,BRD000,CLS007
LT-SC-125,"1 1/4"" Liquid Tight Straight Connector",8.2206,BRD000,CLS007
LN-125,"1 1/4"" Locknut (50)",0.26818,BRD000,CLS011
RS-1H-125,"1 1/4"" One Hole Rigid Strap",0.60884,BRD000,CLS007
PB-125,"1 1/4"" Plastic Bushing (25)",0.19962,BRD000,CLS007
PVC-2HS-125,"1 1/4"" PVC 2 Hole Strap",0.44338,BRD000,CLS008
PVC-90-125,"1 1/4"" PVC 90 (25)",2.88167,BRD000,CLS008
PVC-CP-125,"1 1/4"" PVC Coupling (50)",0.49967,BRD000,CLS008
PVC-LB-125,"1 1/4"" PVC LB (20)",7.9151,BRD000,CLS008
PVC-MA-125,"1 1/4"" PVC Male Adapter (50)",0.57102,BRD000,CLS008
PVC-SCH40-125,"1 1/4"" PVC SCH40",1.34438,BRD000,CLS008
SS-125,"1 1/4"" Strut Strap",0.99394,BRD000,CLS007
BB-1G-3H-05,"1 Gang Bell Box 3 Hole 1/2""",2.4288,BRD000,CLS010
BB-1G-3H-075,"1 Gang Bell Box 3 Hole 3/4""",2.783,BRD000,CLS010
BB-1G-5H-05,"1 Gang Bell Box 5 Hole 1/2""",0,BRD000,CLS010
BB-1G-5H-075,"1 Gang Bell Box 5 Hole 3/4""",6.61848,BRD000,CLS010
PHB-1G-22CI,1 Gang Horizontal Mount Plastic Box 22 Cu In,2.9601,BRD000,CLS010
WPBP-1G,1 Gang Weatherproof Blank Plate,1.0879,BRD000,CLS010
LUG-350-1HT,1 Hole Terminal Lug 350 KCMIL (For use in Side-by-Side Meter Can),4.048,BRD000,CLS007
HANDY BOX,"1-1/2"" DEEP",2.09,BRD000,CLS007
SHALLOW HANDY BOX,1-1/4 DEEP,2.09,BRD000,CLS007
DS-158X10,"1-5/8"" x 10' Deep Strut",36.67235,BRD000,CLS007
EMT-100,"1"" EMT",1.59896,BRD000,CLS008
EMT-B-100,"1"" EMT Bushing",0.66196,BRD000,CLS008
EMT-CP-100,"1"" EMT Coupling",0.608,BRD000,CLS008
EMT-SSC-100,"1"" EMT Set Screw Connector",0.53178,BRD000,CLS008
ENT-100,"1"" ENT",0,BRD000,CLS008
KO-100,"1"" KO Seal",0.64025,BRD000,CLS007
LN-100,"1"" Locknut (100)",0.44288,BRD000,CLS011
RS-1H-100,"1"" One Hole Rigid Strap",0.33158,BRD000,CLS007
PB-100,"1"" Plastic Bushing (50)",0.16091,BRD000,CLS007
""1"" Pool Pack"","1"" Pool Pack",0,BRD000,CLS007
PVC-90-100,"1"" PVC 90 (50)",1.63033,BRD000,CLS008
PVC-CP-100,"1"" PVC Coupling (50)",0.36963,BRD000,CLS008
PVC-LB-100,"1"" PVC LB",4.77158,BRD000,CLS008
PVC-MA-100,"1"" PVC Male Adapter (100)",0.66944,BRD000,CLS008
PVC-SCH40-100,"1"" PVC SCH40",0.93365,BRD000,CLS008
SCC-100,"1"" Sheathed Cable Connector",1.48815,BRD000,CLS009
SS-100,"1"" Strut Strap",0.85714,BRD000,CLS007
SB-100,"1"" Stud Bushing",0.22454,BRD000,CLS007
XHHW-1/0-STR-BLK-AL,1/0 Stranded Aluminum,0.53709,BRD000,CLS009
1/14 POOL PVC B2B,1/14 POOL PVC B2B,0,BRD000,CLS008
AF-90-050,"1/2"" 90 Aluminum Flex Connector",1.18556,BRD000,CLS007
NMLT-90-050,"1/2"" 90 Liquid Tight Connector",1.37252,BRD000,CLS007
AF-050,"1/2"" Aluminum Flex Conduit",0.53092,BRD000,CLS008
EMT-050,"1/2"" EMT",0.52472,BRD000,CLS008
EMT-B-050,"1/2"" EMT Bushing",0.11209,BRD000,CLS008
EMT-CP-050,"1/2"" EMT Coupling",0.24519,BRD000,CLS008
EMT-SSC-050,"1/2"" EMT Set Screw Connector",0.19449,BRD000,CLS008
ENT-050,"1/2"" ENT",0.3981,BRD000,CLS008
ENT-CP-050,"1/2"" ENT Coupling (150)",1.00302,BRD000,CLS008
ENT-MA-050,"1/2"" ENT Male Adapter (150)",1.10763,BRD000,CLS008
KO-050,"1/2"" KO Seal",0.28538,BRD000,CLS007
NMLT-050,"1/2"" Liquid Tight (100')",0.57051,BRD000,CLS007
LN-050,"1/2"" Locknut (100)",0.11992,BRD000,CLS011
NMCS-050,"1/2"" NM Cable Staples",0.022,BRD000,CLS009
OFN-050,"1/2"" Offset Nipple",1.76328,BRD000,CLS007
RS-1H-050,"1/2"" One Hole Rigid Strap",0.09425,BRD000,CLS007
PB-050,"1/2"" Plastic Bushing (100)",0.10183,BRD000,CLS007
PVC-90-050,"1/2"" PVC 90 (40)",0.91207,BRD000,CLS008
PVC-CP-050,"1/2"" PVC Coupling (150)",0.19456,BRD000,CLS008
PVC-FA-050,"1/2"" PVC Female Adapter (150)",0.29664,BRD000,CLS008
PVC-LB-050,"1/2"" PVC LB (25)",3.37755,BRD000,CLS008
PVC-MA-050,"1/2"" PVC Male Adapter (200)",0.20468,BRD000,CLS008
PVC-SCH40-050,"1/2"" PVC SCH40",0.49221,BRD000,CLS008
PVC-T-050,"1/2"" PVC T (30)",5.2742,BRD000,CLS008
AF-SC-050,"1/2"" Straight Aluminum Flex Connector",0.6955,BRD000,CLS007
NMLT-SC-050,"1/2"" Straight Liquid Tight Connector",0.9108,BRD000,CLS007
SS-050,"1/2"" Strut Strap",0.79518,BRD000,CLS007
FW-025X125,"1/4"" x 1 1/4"" Fender Washer",0,BRD000,CLS011
HCS-025X1,"1/4"" x 1"" Hex Cap Screw",0.09981,BRD000,CLS011
HN-025-20,"1/4""-20 Hex Nut",0.03276,BRD000,CLS011
SN-025-20,"1/4""-20 Spring Nut",0.46986,BRD044,CLS006
B-025-20X1,"1/4""-20 x 1"" Bolt",0.06393,BRD000,CLS011
LAD-10,10' Ladder,284.625,BRD000,CLS004
10/2NMB-1/1,10/2 Copper Clad,0.40227,BRD000,CLS007
NM-B-10/2-CU-1000,10/2 Romex,0.87263495,BRD000,CLS007
NM-B-10/3-CU-1000,10/3 Romex,1.08659705,BRD000,CLS007
GGS-1032X038,10/32 x 3/8 Green Grounding Screw,0.05718,BRD000,CLS011
LAD-12,12' Ladder,328.9,BRD000,CLS004
TL-12IC-2P,"12"" Tape Light Interconnect Cable 2 Pin",4.03535,BRD000,CLS009
12/2NMB-1/1,12/2 Copper Clad,0.26059,BRD000,CLS007
MC-12/2,12/2 MC,0.73327,BRD000,CLS007
NM-B-12/2-CU-250C,12/2 Romex,0.500143374,BRD000,CLS007
UFDB-12/2,12/2 UF Direct Burial Cable,0.72484,BRD000,CLS009
EC-12/3-100,12/3 100' Extension Cord,91.95285,BRD000,CLS007
EC-12/3-25,12/3 25' Extension Cord,26.29935,BRD000,CLS007
EC-12/3-50,12/3 50'  Extension Cord,50.58735,BRD000,CLS007
12/3NMB-1/1,12/3 Copper Clad,0.36685,BRD000,CLS007
MC-12/3,12/3 MC,0,BRD000,CLS007
DD-12V-30W,12v 30w Dimmable Driver,74.1037,BRD000,CLS007
13 SW 36th PL,13 sw 36th pl,0,BRD000,CLS007
SHS-1316X10,"13/16"" x 10' Shallow Strut",27.81735,BRD000,CLS007
BL14S9C,"14"" Natural Cable Tie",0.041745,BRD000,CLS009
CT-14N,"14"" Natural Cable Tie",0.0506,BRD000,CLS009
NM-B-14/2-CU-250C,14/2 Romex,0.337641056,BRD000,CLS007
MCAS,14/2-12/2 MC Anti-Shorts,0.08506,BRD000,CLS007
NM-B-14/3-CU-250C,14/3 Romex,0.44961895,BRD000,CLS007
EXTLAD-16,16' Extension Ladder,302.335,BRD000,CLS004
REID RESIDENCE,16418 CAPTIVA DRIVE,0,BRD000,CLS007
CN-16D-350,"16D x 3 1/2"" Common Nail",0.0759,BRD000,CLS007
TW-18/2,18/2 Thermostat Wire,0.15818,BRD000,CLS009
PVC-SCH80-250,2 1/2 PVC SCH80,4.2389,BRD000,CLS008
PVC-24RS-250,"2 1/2"" 24"" PVC Radius Sweep",0,BRD000,CLS008
DGB-250,"2 1/2"" Deep Gangable Box",1.88611,BRD000,CLS010
GR-250X10,"2 1/2"" Galvanized Riser 10'",137.56875,BRD000,CLS007
A7518,"2 1/2"" Hub for Meter Can",17.41778,BRD000,CLS007
LN-250,"2 1/2"" Locknut (30)",1.53866,BRD000,CLS011
PB-250,"2 1/2"" Plastic Bushing (10)",0.86399,BRD000,CLS007
PVC-90-250,"2 1/2"" PVC 90",0,BRD000,CLS008
PVC-CP-250,"2 1/2"" PVC Coupling",0,BRD000,CLS008
PVC-MA-250,"2 1/2"" PVC Male Adapter (25)",2.29775,BRD000,CLS008
PVC-SCH40-250-10,"2 1/2"" PVC SCH40 10' Stick",0,BRD000,CLS008
PVC-SCH40-250-20,"2 1/2"" PVC SCH40 20' Stick",0,BRD000,CLS008
SS-250,"2 1/2"" Strut Strap",6.46668,BRD000,CLS007
RS-2H-250,"2 1/2"" Two Hole Rigid Strap",1.30105,BRD000,CLS007
WH-250,"2 1/2"" Weatherhead",73.66095,BRD000,CLS007
BB-2G-3H-05,"2 Gang Bell Box 3 Hole 1/2""",8.36165,BRD000,CLS010
WPBP-2G,2 Gang Weatherproof Blank Plate,2.03665,BRD000,CLS010
LUG-6-250-2HT,2 Hole Terminal Lug #6 AWG - 250 KCMIL,0,BRD000,CLS007
